period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2014-06-04,99181.7,7846.024,7.91,megawatts,megawatts,percent
2014-06-03,99181.7,9030.379,9.1,megawatts,megawatts,percent
2014-06-02,99181.7,10919.678,11.01,megawatts,megawatts,percent
2014-06-01,99181.7,10788.448,10.88,megawatts,megawatts,percent
2014-05-31,99181.7,12730.909,12.84,megawatts,megawatts,percent
2014-05-30,99181.7,11068.404,11.16,megawatts,megawatts,percent
2014-05-29,99181.7,10707.383,10.8,megawatts,megawatts,percent
2014-05-28,99181.7,11389.779,11.48,megawatts,megawatts,percent
2014-05-27,99181.7,11771.274,11.87,megawatts,megawatts,percent
2014-05-26,99181.7,12093.278,12.19,megawatts,megawatts,percent
2014-05-25,99181.7,11890.164,11.99,megawatts,megawatts,percent
2014-05-24,99181.7,11563.237,11.66,megawatts,megawatts,percent
2014-05-23,99181.7,12543.152,12.65,megawatts,megawatts,percent
2014-05-22,99181.7,13594.174,13.71,megawatts,megawatts,percent
2014-05-21,99181.7,14449.35,14.57,megawatts,megawatts,percent
2014-05-20,99181.7,14440.726,14.56,megawatts,megawatts,percent
2014-05-19,99181.7,14450.768,14.57,megawatts,megawatts,percent
2014-05-18,99181.7,17217.1,17.36,megawatts,megawatts,percent
2014-05-17,99181.7,16627.289,16.76,megawatts,megawatts,percent
2014-05-16,99181.7,15044.766,15.17,megawatts,megawatts,percent
2014-05-15,99181.7,14998.906,15.12,megawatts,megawatts,percent
2014-05-14,99181.7,15992.754,16.12,megawatts,megawatts,percent
2014-05-13,99181.7,16080.162,16.21,megawatts,megawatts,percent
2014-05-12,99181.7,16041.319,16.17,megawatts,megawatts,percent
2014-05-11,99181.7,16086.197,16.22,megawatts,megawatts,percent
2014-05-10,99181.7,16788.703,16.93,megawatts,megawatts,percent
2014-05-09,99181.7,17347.878,17.49,megawatts,megawatts,percent
2014-05-08,99181.7,18596.921,18.75,megawatts,megawatts,percent
2014-05-07,99181.7,20269.449,20.44,megawatts,megawatts,percent
2014-05-06,99181.7,20689.259,20.86,megawatts,megawatts,percent
2014-05-05,99181.7,20251.868,20.42,megawatts,megawatts,percent
2014-05-04,99181.7,20433.567,20.6,megawatts,megawatts,percent
2014-05-03,99181.7,19872.102,20.04,megawatts,megawatts,percent
2014-05-02,99181.7,19276.095,19.44,megawatts,megawatts,percent
2014-05-01,99181.7,19422.429,19.58,megawatts,megawatts,percent
2014-04-30,99181.7,20626.154,20.8,megawatts,megawatts,percent
2014-04-29,99181.7,22428.637,22.61,megawatts,megawatts,percent
2014-04-28,99181.7,23951.078,24.15,megawatts,megawatts,percent
2014-04-27,99181.7,21902.173,22.08,megawatts,megawatts,percent
2014-04-26,99181.7,23040.201,23.23,megawatts,megawatts,percent
2014-04-25,99181.7,23483.95,23.68,megawatts,megawatts,percent
2014-04-24,99181.7,24062.603,24.26,megawatts,megawatts,percent
2014-04-23,99181.7,23545.068,23.74,megawatts,megawatts,percent
2014-04-22,99181.7,23909.221,24.11,megawatts,megawatts,percent
2014-04-21,99181.7,24151.726,24.35,megawatts,megawatts,percent
2014-04-20,99181.7,24830.368,25.04,megawatts,megawatts,percent
2014-04-19,99181.7,24087.203,24.29,megawatts,megawatts,percent
2014-04-18,99181.7,24577.421,24.78,megawatts,megawatts,percent
2014-04-17,99181.7,24873.34,25.08,megawatts,megawatts,percent
2014-04-16,99181.7,24963.999,25.17,megawatts,megawatts,percent
2014-04-15,99181.7,23970.609,24.17,megawatts,megawatts,percent
2014-04-14,99181.7,23554.272,23.75,megawatts,megawatts,percent
2014-04-13,99181.7,22530.647,22.72,megawatts,megawatts,percent
2014-04-12,99181.7,19494.613,19.66,megawatts,megawatts,percent
2014-04-11,99181.7,20401.21,20.57,megawatts,megawatts,percent
2014-04-10,99181.7,21467.85,21.64,megawatts,megawatts,percent
2014-04-09,99181.7,21993.992,22.18,megawatts,megawatts,percent
2014-04-08,99181.7,21384.548,21.56,megawatts,megawatts,percent
2014-04-07,99181.7,21470.583,21.65,megawatts,megawatts,percent
2014-04-06,99181.7,20931.689,21.1,megawatts,megawatts,percent
2014-04-05,99181.7,21780.687,21.96,megawatts,megawatts,percent
2014-04-04,99181.7,19331.255,19.49,megawatts,megawatts,percent
2014-04-03,99181.7,18884.89,19.04,megawatts,megawatts,percent
2014-04-02,99181.7,19506.35,19.67,megawatts,megawatts,percent
2014-04-01,99181.7,18907.5,19.06,megawatts,megawatts,percent
2014-03-31,101232.7,17856.18,17.64,megawatts,megawatts,percent
2014-03-30,101232.7,18023.01,17.8,megawatts,megawatts,percent
2014-03-29,101232.7,15616.08,15.43,megawatts,megawatts,percent
2014-03-28,101232.7,17459.481,17.25,megawatts,megawatts,percent
2014-03-27,101232.7,19170.298,18.94,megawatts,megawatts,percent
2014-03-26,101232.7,20846.451,20.59,megawatts,megawatts,percent
2014-03-25,101232.7,19794.154,19.55,megawatts,megawatts,percent
2014-03-24,101232.7,20606.526,20.36,megawatts,megawatts,percent
2014-03-23,101232.7,19684.244,19.44,megawatts,megawatts,percent
2014-03-22,101232.7,20272.913,20.03,megawatts,megawatts,percent
2014-03-21,101232.7,19703.596,19.46,megawatts,megawatts,percent
2014-03-20,101232.7,20535.543,20.29,megawatts,megawatts,percent
2014-03-19,101232.7,19494.98,19.26,megawatts,megawatts,percent
2014-03-18,101232.7,19918.044,19.68,megawatts,megawatts,percent
2014-03-17,101232.7,19024.298,18.79,megawatts,megawatts,percent
2014-03-16,101232.7,18029.21,17.81,megawatts,megawatts,percent
2014-03-15,101232.7,16075.1,15.88,megawatts,megawatts,percent
2014-03-14,101232.7,16368.38,16.17,megawatts,megawatts,percent
2014-03-13,101232.7,17850.938,17.63,megawatts,megawatts,percent
2014-03-12,101232.7,18676.79,18.45,megawatts,megawatts,percent
2014-03-11,101232.7,18514.68,18.29,megawatts,megawatts,percent
2014-03-10,101232.7,17044.96,16.84,megawatts,megawatts,percent
2014-03-09,101232.7,16059.79,15.86,megawatts,megawatts,percent
2014-03-08,101232.7,17121.896,16.91,megawatts,megawatts,percent
2014-03-07,101232.7,14941.79,14.76,megawatts,megawatts,percent
2014-03-06,101232.7,15511.13,15.32,megawatts,megawatts,percent
2014-03-05,101232.7,15262.39,15.08,megawatts,megawatts,percent
2014-03-04,101232.7,14338.59,14.16,megawatts,megawatts,percent
2014-03-03,101232.7,13592.795,13.43,megawatts,megawatts,percent
2014-03-02,101232.7,13644.62,13.48,megawatts,megawatts,percent
2014-03-01,101232.7,15062.505,14.88,megawatts,megawatts,percent
2014-02-28,101232.7,10560.837,10.43,megawatts,megawatts,percent
2014-02-27,101232.7,10682.32,10.55,megawatts,megawatts,percent
2014-02-26,101232.7,10837.61,10.71,megawatts,megawatts,percent
2014-02-25,101232.7,11681.27,11.54,megawatts,megawatts,percent
2014-02-24,101232.7,12132.338,11.98,megawatts,megawatts,percent
2014-02-23,101232.7,10504.565,10.38,megawatts,megawatts,percent
2014-02-22,101232.7,10352.964,10.23,megawatts,megawatts,percent
2014-02-21,101232.7,10138.57,10.02,megawatts,megawatts,percent
2014-02-20,101232.7,9873.82,9.75,megawatts,megawatts,percent
2014-02-19,101232.7,10096.165,9.97,megawatts,megawatts,percent
2014-02-18,101232.7,10011.12,9.89,megawatts,megawatts,percent
2014-02-17,101232.7,9742.74,9.62,megawatts,megawatts,percent
2014-02-16,101232.7,9154.86,9.04,megawatts,megawatts,percent
2014-02-15,101232.7,9259.03,9.15,megawatts,megawatts,percent
2014-02-14,101232.7,7922.29,7.83,megawatts,megawatts,percent
2014-02-13,101232.7,8089.638,7.99,megawatts,megawatts,percent
2014-02-12,101232.7,8385.228,8.28,megawatts,megawatts,percent
2014-02-11,101232.7,7999.096,7.9,megawatts,megawatts,percent
2014-02-10,101232.7,7120.926,7.03,megawatts,megawatts,percent
2014-02-09,101232.7,6220.559,6.14,megawatts,megawatts,percent
2014-02-08,101232.7,5983.601,5.91,megawatts,megawatts,percent
2014-02-07,101232.7,6078.226,6,megawatts,megawatts,percent
2014-02-06,101232.7,5822.122,5.75,megawatts,megawatts,percent
2014-02-05,101232.7,4841.864,4.78,megawatts,megawatts,percent
2014-02-04,101232.7,5245.563,5.18,megawatts,megawatts,percent
2014-02-03,101232.7,6316.622,6.24,megawatts,megawatts,percent
2014-02-02,101232.7,4735.617,4.68,megawatts,megawatts,percent
2014-02-01,101232.7,5812.422,5.74,megawatts,megawatts,percent
2014-01-31,101232.7,2490.951,2.46,megawatts,megawatts,percent
2014-01-30,101232.7,2362.228,2.33,megawatts,megawatts,percent
2014-01-29,101232.7,2650.736,2.62,megawatts,megawatts,percent
2014-01-28,101232.7,2755.636,2.72,megawatts,megawatts,percent
2014-01-27,101232.7,2799.974,2.77,megawatts,megawatts,percent
2014-01-26,101232.7,3999.194,3.95,megawatts,megawatts,percent
2014-01-25,101232.7,4556.169,4.5,megawatts,megawatts,percent
2014-01-24,101232.7,4655.622,4.6,megawatts,megawatts,percent
2014-01-23,101232.7,4806.26,4.75,megawatts,megawatts,percent
2014-01-22,101232.7,5564.042,5.5,megawatts,megawatts,percent
2014-01-21,101232.7,4874.875,4.82,megawatts,megawatts,percent
2014-01-20,101232.7,4876.9,4.82,megawatts,megawatts,percent
2014-01-19,101232.7,4824.796,4.77,megawatts,megawatts,percent
2014-01-18,101232.7,2326.178,2.3,megawatts,megawatts,percent
2014-01-17,101232.7,1569.046,1.55,megawatts,megawatts,percent
2014-01-16,101232.7,1920.386,1.9,megawatts,megawatts,percent
2014-01-15,101232.7,3590.148,3.55,megawatts,megawatts,percent
2014-01-14,101232.7,3859.77,3.81,megawatts,megawatts,percent
2014-01-13,101232.7,3222.994,3.18,megawatts,megawatts,percent
2014-01-12,101232.7,4588.952,4.53,megawatts,megawatts,percent
2014-01-11,101232.7,4560.366,4.5,megawatts,megawatts,percent
2014-01-10,101232.7,3634.852,3.59,megawatts,megawatts,percent
2014-01-09,101232.7,2892.88,2.86,megawatts,megawatts,percent
2014-01-08,101232.7,4356.877,4.3,megawatts,megawatts,percent
2014-01-07,101232.7,4668.955,4.61,megawatts,megawatts,percent
2014-01-06,101232.7,1910.682,1.89,megawatts,megawatts,percent
2014-01-05,101232.7,1794.57,1.77,megawatts,megawatts,percent
2014-01-04,101232.7,2214.2,2.19,megawatts,megawatts,percent
2014-01-03,101232.7,1585.72,1.57,megawatts,megawatts,percent
2014-01-02,101232.7,1662.91,1.64,megawatts,megawatts,percent
2014-01-01,101232.7,2110.56,2.08,megawatts,megawatts,percent
2013-12-31,100979.7,1807.65,1.79,megawatts,megawatts,percent
2013-12-30,100979.7,2167.09,2.15,megawatts,megawatts,percent
2013-12-29,100979.7,2443.46,2.42,megawatts,megawatts,percent
2013-12-28,100979.7,2434.7,2.41,megawatts,megawatts,percent
2013-12-27,100979.7,1793.8,1.78,megawatts,megawatts,percent
2013-12-26,100979.7,2111.962,2.09,megawatts,megawatts,percent
2013-12-25,100979.7,1783.414,1.77,megawatts,megawatts,percent
2013-12-24,100979.7,2115.542,2.1,megawatts,megawatts,percent
2013-12-23,100979.7,2464.146,2.44,megawatts,megawatts,percent
2013-12-22,100979.7,3396.88,3.36,megawatts,megawatts,percent
2013-12-21,100979.7,3435.6,3.4,megawatts,megawatts,percent
2013-12-20,100979.7,3606.96,3.57,megawatts,megawatts,percent
2013-12-19,100979.7,4360.064,4.32,megawatts,megawatts,percent
2013-12-18,100979.7,5612.876,5.56,megawatts,megawatts,percent
2013-12-17,100979.7,5981.313,5.92,megawatts,megawatts,percent
2013-12-16,100979.7,6840.12,6.77,megawatts,megawatts,percent
2013-12-15,100979.7,8711.36,8.63,megawatts,megawatts,percent
2013-12-14,100979.7,8856.534,8.77,megawatts,megawatts,percent
2013-12-13,100979.7,7201.932,7.13,megawatts,megawatts,percent
2013-12-12,100979.7,7469.66,7.4,megawatts,megawatts,percent
2013-12-11,100979.7,8178.939,8.1,megawatts,megawatts,percent
2013-12-10,100979.7,8977.324,8.89,megawatts,megawatts,percent
2013-12-09,100979.7,8501.4,8.42,megawatts,megawatts,percent
2013-12-08,100979.7,8237.86,8.16,megawatts,megawatts,percent
2013-12-07,100979.7,8632.624,8.55,megawatts,megawatts,percent
2013-12-06,100979.7,8717.45,8.63,megawatts,megawatts,percent
2013-12-05,100979.7,9002.416,8.92,megawatts,megawatts,percent
2013-12-04,100979.7,8964.62,8.88,megawatts,megawatts,percent
2013-12-03,100979.7,9284.381,9.19,megawatts,megawatts,percent
2013-12-02,100979.7,7566.04,7.49,megawatts,megawatts,percent
2013-12-01,100979.7,7130.775,7.06,megawatts,megawatts,percent
2013-11-30,100871.7,7194.029,7.13,megawatts,megawatts,percent
2013-11-29,100871.7,6406.647,6.35,megawatts,megawatts,percent
2013-11-28,100871.7,7341.472,7.28,megawatts,megawatts,percent
2013-11-27,100871.7,8118.602,8.05,megawatts,megawatts,percent
2013-11-26,100871.7,8467.979,8.39,megawatts,megawatts,percent
2013-11-25,100871.7,9140.589,9.06,megawatts,megawatts,percent
2013-11-24,100871.7,9773.729,9.69,megawatts,megawatts,percent
2013-11-23,100871.7,10660.656,10.57,megawatts,megawatts,percent
2013-11-22,100871.7,11150.882,11.05,megawatts,megawatts,percent
2013-11-21,100871.7,10982.238,10.89,megawatts,megawatts,percent
2013-11-20,100871.7,10876.64,10.78,megawatts,megawatts,percent
2013-11-19,100871.7,10874.741,10.78,megawatts,megawatts,percent
2013-11-18,100871.7,10915.96,10.82,megawatts,megawatts,percent
2013-11-17,100871.7,13052.726,12.94,megawatts,megawatts,percent
2013-11-16,100871.7,11825.893,11.72,megawatts,megawatts,percent
2013-11-15,100871.7,11681.94,11.58,megawatts,megawatts,percent
2013-11-14,100871.7,10165.614,10.08,megawatts,megawatts,percent
2013-11-13,100871.7,10890.07,10.8,megawatts,megawatts,percent
2013-11-12,100871.7,12399.177,12.29,megawatts,megawatts,percent
2013-11-11,100871.7,13498.37,13.38,megawatts,megawatts,percent
2013-11-10,100871.7,11981.156,11.88,megawatts,megawatts,percent
2013-11-09,100871.7,12686.727,12.58,megawatts,megawatts,percent
2013-11-08,100871.7,11565.919,11.47,megawatts,megawatts,percent
2013-11-07,100871.7,12497.141,12.39,megawatts,megawatts,percent
2013-11-06,100871.7,11616.568,11.52,megawatts,megawatts,percent
2013-11-05,100871.7,12315.979,12.21,megawatts,megawatts,percent
2013-11-04,100871.7,13406.15,13.29,megawatts,megawatts,percent
2013-11-03,100871.7,14713.6,14.59,megawatts,megawatts,percent
2013-11-02,100871.7,16119.324,15.98,megawatts,megawatts,percent
2013-11-01,100871.7,13177.105,13.06,megawatts,megawatts,percent
2013-10-31,100871.7,13874.705,13.75,megawatts,megawatts,percent
2013-10-30,100871.7,13391.31,13.28,megawatts,megawatts,percent
2013-10-29,100871.7,14114.4,13.99,megawatts,megawatts,percent
2013-10-28,100871.7,15628.17,15.49,megawatts,megawatts,percent
2013-10-27,100871.7,15548.58,15.41,megawatts,megawatts,percent
2013-10-26,100871.7,17863.17,17.71,megawatts,megawatts,percent
2013-10-25,100871.7,17842.255,17.69,megawatts,megawatts,percent
2013-10-24,100871.7,17631.959,17.48,megawatts,megawatts,percent
2013-10-23,100871.7,17682.533,17.53,megawatts,megawatts,percent
2013-10-22,100871.7,17765.949,17.61,megawatts,megawatts,percent
2013-10-21,100871.7,17529.391,17.38,megawatts,megawatts,percent
2013-10-20,100871.7,18173.921,18.02,megawatts,megawatts,percent
2013-10-19,100871.7,16836.686,16.69,megawatts,megawatts,percent
2013-10-18,100871.7,14470.363,14.35,megawatts,megawatts,percent
2013-10-17,100871.7,15510.48,15.38,megawatts,megawatts,percent
2013-10-16,100871.7,16586.585,16.44,megawatts,megawatts,percent
2013-10-15,100871.7,17065.843,16.92,megawatts,megawatts,percent
2013-10-14,100871.7,15660.558,15.53,megawatts,megawatts,percent
2013-10-13,100871.7,16344.332,16.2,megawatts,megawatts,percent
2013-10-12,100871.7,16493.668,16.35,megawatts,megawatts,percent
2013-10-11,100871.7,14225.735,14.1,megawatts,megawatts,percent
2013-10-10,100871.7,14177.997,14.06,megawatts,megawatts,percent
2013-10-09,100871.7,14626.192,14.5,megawatts,megawatts,percent
2013-10-08,100871.7,15063.332,14.93,megawatts,megawatts,percent
2013-10-07,100871.7,15037.794,14.91,megawatts,megawatts,percent
2013-10-06,100871.7,14320.434,14.2,megawatts,megawatts,percent
2013-10-05,100871.7,14505.535,14.38,megawatts,megawatts,percent
2013-10-04,100871.7,12174.286,12.07,megawatts,megawatts,percent
2013-10-03,100871.7,11344.462,11.25,megawatts,megawatts,percent
2013-10-02,100871.7,11589.172,11.49,megawatts,megawatts,percent
2013-10-01,100871.7,12110.652,12.01,megawatts,megawatts,percent
2013-09-30,99132.3,11743.609,11.85,megawatts,megawatts,percent
2013-09-29,99132.3,10070.582,10.16,megawatts,megawatts,percent
2013-09-28,99132.3,9085.962,9.17,megawatts,megawatts,percent
2013-09-27,99132.3,8587.04,8.66,megawatts,megawatts,percent
2013-09-26,99132.3,8551.512,8.63,megawatts,megawatts,percent
2013-09-25,99132.3,9554.454,9.64,megawatts,megawatts,percent
2013-09-24,99132.3,10049.304,10.14,megawatts,megawatts,percent
2013-09-23,99132.3,10427.95,10.52,megawatts,megawatts,percent
2013-09-22,99132.3,10690.87,10.78,megawatts,megawatts,percent
2013-09-21,99132.3,11052.42,11.15,megawatts,megawatts,percent
2013-09-20,99132.3,11174.356,11.27,megawatts,megawatts,percent
2013-09-19,99132.3,10740.126,10.83,megawatts,megawatts,percent
2013-09-18,99132.3,10883.35,10.98,megawatts,megawatts,percent
2013-09-17,99132.3,10633.155,10.73,megawatts,megawatts,percent
2013-09-16,99132.3,10979.815,11.08,megawatts,megawatts,percent
2013-09-15,99132.3,11914.408,12.02,megawatts,megawatts,percent
2013-09-14,99132.3,11171.076,11.27,megawatts,megawatts,percent
2013-09-13,99132.3,7834.663,7.9,megawatts,megawatts,percent
2013-09-12,99132.3,8029.362,8.1,megawatts,megawatts,percent
2013-09-11,99132.3,6527.79,6.58,megawatts,megawatts,percent
2013-09-10,99132.3,7541.401,7.61,megawatts,megawatts,percent
2013-09-09,99132.3,8382.614,8.46,megawatts,megawatts,percent
2013-09-08,99132.3,5848.928,5.9,megawatts,megawatts,percent
2013-09-07,99132.3,5705.68,5.76,megawatts,megawatts,percent
2013-09-06,99132.3,3086.447,3.11,megawatts,megawatts,percent
2013-09-05,99132.3,1556.166,1.57,megawatts,megawatts,percent
2013-09-04,99132.3,1557.756,1.57,megawatts,megawatts,percent
2013-09-03,99132.3,1685.082,1.7,megawatts,megawatts,percent
2013-09-02,99132.3,1929.538,1.95,megawatts,megawatts,percent
2013-09-01,99132.3,2840.737,2.87,megawatts,megawatts,percent
2013-08-31,99132.3,2678.273,2.7,megawatts,megawatts,percent
2013-08-30,99132.3,1544.704,1.56,megawatts,megawatts,percent
2013-08-29,99132.3,1433.868,1.45,megawatts,megawatts,percent
2013-08-28,99132.3,2269.699,2.29,megawatts,megawatts,percent
2013-08-27,99132.3,1854.22,1.87,megawatts,megawatts,percent
2013-08-26,99132.3,1825.223,1.84,megawatts,megawatts,percent
2013-08-25,99132.3,2912.132,2.94,megawatts,megawatts,percent
2013-08-24,99132.3,3515.832,3.55,megawatts,megawatts,percent
2013-08-23,99132.3,2944.132,2.97,megawatts,megawatts,percent
2013-08-22,99132.3,1529.115,1.54,megawatts,megawatts,percent
2013-08-21,99132.3,1642.013,1.66,megawatts,megawatts,percent
2013-08-20,99132.3,2084.068,2.1,megawatts,megawatts,percent
2013-08-19,99132.3,1886.234,1.9,megawatts,megawatts,percent
2013-08-18,99132.3,2489.537,2.51,megawatts,megawatts,percent
2013-08-17,99132.3,3168.414,3.2,megawatts,megawatts,percent
2013-08-16,99132.3,3521.62,3.55,megawatts,megawatts,percent
2013-08-15,99132.3,4518.493,4.56,megawatts,megawatts,percent
2013-08-14,99132.3,3875.918,3.91,megawatts,megawatts,percent
2013-08-13,99132.3,4149.166,4.19,megawatts,megawatts,percent
2013-08-12,99132.3,3939.606,3.97,megawatts,megawatts,percent
2013-08-11,99132.3,4363.046,4.4,megawatts,megawatts,percent
2013-08-10,99132.3,4676.702,4.72,megawatts,megawatts,percent
2013-08-09,99132.3,3286.82,3.32,megawatts,megawatts,percent
2013-08-08,99132.3,2946.612,2.97,megawatts,megawatts,percent
2013-08-07,99132.3,3565.693,3.6,megawatts,megawatts,percent
2013-08-06,99132.3,3115.8,3.14,megawatts,megawatts,percent
2013-08-05,99132.3,4094.19,4.13,megawatts,megawatts,percent
2013-08-04,99132.3,5453.312,5.5,megawatts,megawatts,percent
2013-08-03,99132.3,5622.166,5.67,megawatts,megawatts,percent
2013-08-02,99132.3,4730.798,4.77,megawatts,megawatts,percent
2013-08-01,99132.3,5469.646,5.52,megawatts,megawatts,percent
2013-07-31,99132.3,6075.26,6.13,megawatts,megawatts,percent
2013-07-30,99132.3,5253.543,5.3,megawatts,megawatts,percent
2013-07-29,99132.3,5436.856,5.48,megawatts,megawatts,percent
2013-07-28,99132.3,4933.726,4.98,megawatts,megawatts,percent
2013-07-27,99132.3,5949.203,6,megawatts,megawatts,percent
2013-07-26,99132.3,2753.595,2.78,megawatts,megawatts,percent
2013-07-25,99132.3,2725.27,2.75,megawatts,megawatts,percent
2013-07-24,98163.3,2140.68,2.18,megawatts,megawatts,percent
2013-07-23,98163.3,2454.155,2.5,megawatts,megawatts,percent
2013-07-22,98163.3,3730.155,3.8,megawatts,megawatts,percent
2013-07-21,98163.3,4746.135,4.83,megawatts,megawatts,percent
2013-07-20,98163.3,3210.47,3.27,megawatts,megawatts,percent
2013-07-19,98163.3,3119.28,3.18,megawatts,megawatts,percent
2013-07-18,98163.3,2868.19,2.92,megawatts,megawatts,percent
2013-07-17,98163.3,2844.282,2.9,megawatts,megawatts,percent
2013-07-16,98163.3,2530.13,2.58,megawatts,megawatts,percent
2013-07-15,98163.3,2785.55,2.84,megawatts,megawatts,percent
2013-07-14,98163.3,3539.734,3.61,megawatts,megawatts,percent
2013-07-13,98163.3,4396.63,4.48,megawatts,megawatts,percent
2013-07-12,98163.3,4445.691,4.53,megawatts,megawatts,percent
2013-07-11,98163.3,5023.419,5.12,megawatts,megawatts,percent
2013-07-10,98163.3,3952.78,4.03,megawatts,megawatts,percent
2013-07-09,98163.3,5445.478,5.55,megawatts,megawatts,percent
2013-07-08,98163.3,4939.161,5.03,megawatts,megawatts,percent
2013-07-07,98163.3,4225.7,4.3,megawatts,megawatts,percent
2013-07-06,98163.3,4066.174,4.14,megawatts,megawatts,percent
2013-07-05,98163.3,4870.07,4.96,megawatts,megawatts,percent
2013-07-04,98163.3,6397.61,6.52,megawatts,megawatts,percent
2013-07-03,98163.3,5766.357,5.87,megawatts,megawatts,percent
2013-07-02,98163.3,5681.423,5.79,megawatts,megawatts,percent
2013-07-01,98163.3,6202.843,6.32,megawatts,megawatts,percent
2013-06-30,98163.3,7137.274,7.27,megawatts,megawatts,percent
2013-06-29,98163.3,7489.468,7.63,megawatts,megawatts,percent
2013-06-28,98163.3,6094.429,6.21,megawatts,megawatts,percent
2013-06-27,98163.3,3994.42,4.07,megawatts,megawatts,percent
2013-06-26,98163.3,4681.337,4.77,megawatts,megawatts,percent
2013-06-25,98163.3,4510.266,4.59,megawatts,megawatts,percent
2013-06-24,98163.3,4225.369,4.3,megawatts,megawatts,percent
2013-06-23,98163.3,4671.119,4.76,megawatts,megawatts,percent
2013-06-22,98163.3,5355.074,5.46,megawatts,megawatts,percent
2013-06-21,98163.3,5092.56,5.19,megawatts,megawatts,percent
2013-06-20,98163.3,5123.78,5.22,megawatts,megawatts,percent
2013-06-19,98163.3,5245.82,5.34,megawatts,megawatts,percent
2013-06-18,98163.3,7121.035,7.25,megawatts,megawatts,percent
2013-06-17,98163.3,7502.817,7.64,megawatts,megawatts,percent
2013-06-16,98163.3,8186.148,8.34,megawatts,megawatts,percent
2013-06-15,98163.3,8201.42,8.35,megawatts,megawatts,percent
2013-06-14,98163.3,7342.13,7.48,megawatts,megawatts,percent
2013-06-13,98163.3,7451.87,7.59,megawatts,megawatts,percent
2013-06-12,98163.3,6442.67,6.56,megawatts,megawatts,percent
2013-06-11,98163.3,5847.86,5.96,megawatts,megawatts,percent
2013-06-10,98163.3,6537.75,6.66,megawatts,megawatts,percent
2013-06-09,98163.3,7549.284,7.69,megawatts,megawatts,percent
2013-06-08,98163.3,8770.734,8.93,megawatts,megawatts,percent
2013-06-07,98163.3,8991.527,9.16,megawatts,megawatts,percent
2013-06-06,98163.3,9805.56,9.99,megawatts,megawatts,percent
2013-06-05,98163.3,10610.45,10.81,megawatts,megawatts,percent
2013-06-04,98163.3,10551.203,10.75,megawatts,megawatts,percent
2013-06-03,98163.3,10538.008,10.74,megawatts,megawatts,percent
2013-06-02,98163.3,11180.458,11.39,megawatts,megawatts,percent
2013-06-01,98163.3,12212.991,12.44,megawatts,megawatts,percent
2013-05-31,99132.3,10352.476,10.44,megawatts,megawatts,percent
2013-05-30,99132.3,11552.485,11.65,megawatts,megawatts,percent
2013-05-29,99132.3,13514.777,13.63,megawatts,megawatts,percent
2013-05-28,99132.3,12503.444,12.61,megawatts,megawatts,percent
2013-05-27,99132.3,12302.119,12.41,megawatts,megawatts,percent
2013-05-26,99132.3,13196.515,13.31,megawatts,megawatts,percent
2013-05-25,99132.3,13623.563,13.74,megawatts,megawatts,percent
2013-05-24,99132.3,14152.513,14.28,megawatts,megawatts,percent
2013-05-23,99132.3,13417.801,13.54,megawatts,megawatts,percent
2013-05-22,99132.3,14203.662,14.33,megawatts,megawatts,percent
2013-05-21,99132.3,13943.956,14.07,megawatts,megawatts,percent
2013-05-20,99132.3,14605.946,14.73,megawatts,megawatts,percent
2013-05-19,99132.3,17296.546,17.45,megawatts,megawatts,percent
2013-05-18,99132.3,17850.29,18.01,megawatts,megawatts,percent
2013-05-17,99132.3,16058.685,16.2,megawatts,megawatts,percent
2013-05-16,99132.3,17524.505,17.68,megawatts,megawatts,percent
2013-05-15,99132.3,17240.384,17.39,megawatts,megawatts,percent
2013-05-14,99132.3,17962.419,18.12,megawatts,megawatts,percent
2013-05-13,99132.3,18367.94,18.53,megawatts,megawatts,percent
2013-05-12,99132.3,19109.57,19.28,megawatts,megawatts,percent
2013-05-11,99132.3,19860.41,20.03,megawatts,megawatts,percent
2013-05-10,99132.3,17571.09,17.72,megawatts,megawatts,percent
2013-05-09,99132.3,18720.345,18.88,megawatts,megawatts,percent
2013-05-08,99132.3,16724.72,16.87,megawatts,megawatts,percent
2013-05-07,99132.3,16805.363,16.95,megawatts,megawatts,percent
2013-05-06,99132.3,16082.571,16.22,megawatts,megawatts,percent
2013-05-05,99132.3,16542.363,16.69,megawatts,megawatts,percent
2013-05-04,99132.3,16539.008,16.68,megawatts,megawatts,percent
2013-05-03,99132.3,16464.215,16.61,megawatts,megawatts,percent
2013-05-02,99132.3,18339.618,18.5,megawatts,megawatts,percent
2013-05-01,99132.3,20530.26,20.71,megawatts,megawatts,percent
2013-04-30,97918.3,22633.49,23.11,megawatts,megawatts,percent
2013-04-29,97918.3,23349.9,23.85,megawatts,megawatts,percent
2013-04-28,97918.3,23692.65,24.2,megawatts,megawatts,percent
2013-04-27,97918.3,24251.112,24.77,megawatts,megawatts,percent
2013-04-26,97918.3,21157.915,21.61,megawatts,megawatts,percent
2013-04-25,97918.3,20876.99,21.32,megawatts,megawatts,percent
2013-04-24,97918.3,21520.17,21.98,megawatts,megawatts,percent
2013-04-23,97918.3,22400.055,22.88,megawatts,megawatts,percent
2013-04-22,97918.3,23754.99,24.26,megawatts,megawatts,percent
2013-04-21,97918.3,24960.63,25.49,megawatts,megawatts,percent
